user_id,project_id,donation_amount,interaction_type
445,982,0.0,view
403,317,0.0,like
202,643,55.15,donate
964,126,62.89,donate
301,78,0.0,like
993,587,0.0,like
897,918,0.0,view
224,290,0.0,view
403,777,492.82,donate
289,283,0.0,like
628,506,144.57,donate
378,811,0.0,view
98,126,0.0,like
901,869,0.0,like
384,351,45.43,donate
657,551,0.0,like
168,29,0.0,view
580,440,0.0,like
901,9,0.0,like
870,434,0.0,like
846,328,417.0,donate
524,796,290.65,donate
982,799,0.0,like
658,362,0.0,view
927,561,33.59,donate
127,895,0.0,like
872,445,0.0,like
680,277,269.12,donate
495,380,0.0,view
529,750,0.0,view
166,560,0.0,like
75,864,325.3,donate
387,319,47.27,donate
536,367,0.0,view
925,656,167.62,donate
684,218,0.0,view
731,429,0.0,view
784,682,349.36,donate
270,461,199.81,donate
855,44,0.0,view
636,764,182.82,donate
359,952,0.0,like
65,244,413.37,donate
687,113,0.0,view
853,208,0.0,like
951,853,418.44,donate
264,955,0.0,like
952,77,33.66,donate
725,984,0.0,like
729,842,317.34,donate
37,109,0.0,like
342,346,327.81,donate
328,601,0.0,view
191,562,365.29,donate
183,165,0.0,view
356,130,0.0,like
380,745,426.63,donate
73,282,0.0,view
872,631,163.71,donate
652,106,0.0,like
265,217,497.03,donate
727,219,0.0,view
558,233,437.85,donate
94,212,0.0,like
768,751,0.0,like
491,717,370.14,donate
395,250,0.0,view
825,657,0.0,like
326,270,0.0,view
470,144,0.0,like
390,36,0.0,view
979,151,0.0,view
860,944,0.0,like
552,351,116.25,donate
4,703,134.64,donate
600,447,0.0,like
629,35,0.0,like
853,56,0.0,like
91,945,0.0,view
884,542,0.0,like
98,423,382.11,donate
375,509,0.0,view
286,175,371.27,donate
36,703,0.0,like
959,666,0.0,like
635,861,0.0,like
754,79,0.0,view
42,862,0.0,like
857,106,311.89,donate
577,910,0.0,like
166,731,322.86,donate
242,24,48.21,donate
361,824,0.0,like
227,654,0.0,view
503,103,0.0,view
254,37,164.41,donate
938,726,0.0,like
85,387,0.0,like
367,149,0.0,view
570,37,355.69,donate
656,215,0.0,like
310,759,0.0,like
703,888,0.0,like
819,317,0.0,like
524,313,0.0,like
772,211,0.0,view
88,680,0.0,like
682,686,0.0,view
699,182,168.33,donate
443,523,0.0,like
509,595,0.0,like
665,18,0.0,view
470,552,0.0,like
815,92,0.0,view
899,180,0.0,view
317,139,0.0,like
206,129,0.0,like
817,83,0.0,like
963,242,0.0,like
553,901,0.0,view
788,938,0.0,like
278,988,0.0,like
965,339,234.14,donate
56,256,480.9,donate
903,401,0.0,view
134,545,0.0,like
304,637,0.0,like
130,929,0.0,like
180,723,0.0,like
460,49,0.0,like
934,441,0.0,view
910,287,0.0,view
599,427,0.0,view
373,159,0.0,like
784,873,377.38,donate
577,136,126.36,donate
887,703,378.93,donate
827,862,0.0,view
484,1000,0.0,view
46,513,417.1,donate
984,376,203.96,donate
630,552,0.0,like
640,333,0.0,like
240,23,283.2,donate
782,698,36.89,donate
464,20,0.0,like
186,728,29.58,donate
767,844,0.0,like
876,9,0.0,view
208,490,273.26,donate
611,130,0.0,view
168,40,54.22,donate
846,366,0.0,like
821,228,0.0,like
233,376,138.07,donate
550,532,0.0,view
350,849,0.0,like
995,651,442.08,donate
730,209,207.53,donate
4,490,0.0,like
825,459,0.0,view
23,996,0.0,view
487,92,184.88,donate
26,443,0.0,view
526,118,0.0,like
264,946,0.0,view
179,170,261.14,donate
929,907,201.16,donate
289,283,0.0,view
501,708,0.0,view
429,996,412.66,donate
220,401,0.0,view
866,245,127.37,donate
290,789,60.87,donate
988,960,0.0,view
88,207,242.71,donate
903,810,490.59,donate
983,888,0.0,like
175,588,298.75,donate
851,3,0.0,like
360,881,86.72,donate
436,765,0.0,view
579,550,0.0,like
974,969,0.0,like
122,947,0.0,like
936,53,386.26,donate
395,859,328.27,donate
636,582,459.9,donate
370,128,0.0,like
491,472,475.7,donate
27,424,26.32,donate
430,429,196.06,donate
22,492,189.08,donate
317,396,0.0,like
768,717,0.0,view
173,759,0.0,view
661,136,152.21,donate
249,343,204.01,donate
137,930,0.0,view
192,225,138.09,donate
814,522,0.0,like
172,991,0.0,like
753,811,0.0,like
984,396,334.74,donate
477,571,0.0,view
729,869,0.0,view
662,290,434.3,donate
637,414,0.0,like
270,497,306.6,donate
686,510,0.0,like
268,213,0.0,view
427,184,222.23,donate
276,867,0.0,view
352,559,0.0,view
217,544,0.0,view
375,172,0.0,like
337,697,0.0,view
568,454,0.0,like
995,771,0.0,view
954,258,82.22,donate
574,347,134.27,donate
920,513,228.2,donate
729,796,0.0,view
486,825,415.67,donate
734,227,0.0,view
310,542,36.22,donate
416,73,54.94,donate
686,110,109.01,donate
229,587,0.0,like
658,556,0.0,view
697,166,0.0,like
310,574,445.37,donate
705,392,0.0,view
498,537,0.0,like
989,668,127.76,donate
400,310,0.0,view
606,363,0.0,view
387,426,229.82,donate
793,208,37.6,donate
585,268,0.0,like
762,120,0.0,view
473,61,86.92,donate
937,571,161.96,donate
649,892,0.0,like
160,672,386.47,donate
590,644,0.0,view
561,103,71.56,donate
335,990,0.0,like
834,139,0.0,like
619,636,0.0,like
98,549,454.21,donate
919,824,309.79,donate
931,619,0.0,view
114,899,0.0,view
951,903,0.0,view
801,391,248.14,donate
88,698,0.0,view
51,926,0.0,like
855,568,368.02,donate
645,211,0.0,like
615,546,0.0,like
988,295,417.43,donate
245,977,310.29,donate
825,600,0.0,view
760,95,0.0,view
633,65,0.0,view
9,46,0.0,like
618,447,0.0,like
946,927,0.0,view
932,494,0.0,view
946,960,118.92,donate
245,140,240.13,donate
415,59,176.86,donate
349,714,0.0,like
254,903,363.16,donate
152,510,0.0,view
52,677,0.0,view
488,667,107.85,donate
51,676,0.0,like
603,135,127.0,donate
96,394,0.0,view
428,503,0.0,view
735,681,443.82,donate
929,812,444.63,donate
612,406,0.0,like
661,172,0.0,like
721,733,0.0,like
190,992,0.0,view
745,238,83.65,donate
741,440,0.0,view
163,305,475.47,donate
824,429,0.0,view
328,960,0.0,view
33,284,0.0,view
235,459,0.0,like
77,472,0.0,like
337,470,67.56,donate
248,276,0.0,view
715,692,453.12,donate
188,725,312.62,donate
586,395,0.0,like
419,624,180.41,donate
640,825,0.0,like
872,376,218.3,donate
809,700,437.75,donate
957,663,0.0,like
455,631,245.26,donate
191,866,0.0,like
430,382,0.0,like
767,151,0.0,view
406,25,0.0,view
819,266,0.0,view
417,175,0.0,like
584,932,11.76,donate
557,896,63.34,donate
899,450,0.0,like
112,943,0.0,like
309,334,480.52,donate
36,902,337.37,donate
147,804,241.26,donate
597,367,0.0,like
777,643,0.0,like
278,203,0.0,view
975,54,0.0,like
542,537,0.0,like
133,712,0.0,like
548,216,0.0,view
114,187,375.65,donate
42,648,0.0,like
725,369,0.0,like
419,540,368.82,donate
320,846,0.0,view
687,658,0.0,like
570,830,329.93,donate
28,549,54.31,donate
200,274,0.0,view
115,29,469.7,donate
162,560,484.21,donate
212,358,0.0,view
23,380,302.15,donate
632,531,0.0,like
890,664,0.0,like
766,218,0.0,like
352,281,354.59,donate
642,944,0.0,like
682,270,0.0,like
856,237,0.0,like
346,506,222.98,donate
257,507,214.94,donate
544,442,62.67,donate
905,69,305.38,donate
895,673,0.0,view
125,776,383.55,donate
605,355,0.0,view
623,597,0.0,view
12,437,0.0,like
972,219,0.0,view
973,113,265.88,donate
744,24,0.0,like
557,236,0.0,view
850,106,0.0,view
736,77,0.0,like
221,527,454.1,donate
122,126,0.0,like
404,601,226.59,donate
299,830,0.0,view
709,688,256.99,donate
371,156,0.0,like
59,949,0.0,like
442,551,0.0,view
723,487,177.75,donate
8,232,128.24,donate
836,32,218.43,donate
749,579,0.0,like
162,304,72.24,donate
438,382,0.0,like
313,718,227.66,donate
699,900,0.0,view
295,235,0.0,view
461,281,0.0,like
28,531,292.17,donate
649,484,0.0,view
47,528,100.19,donate
118,224,190.1,donate
863,319,0.0,like
799,519,0.0,view
725,464,336.08,donate
39,500,33.53,donate
156,99,455.45,donate
929,835,426.31,donate
727,872,0.0,like
576,303,10.8,donate
625,829,95.11,donate
494,215,250.41,donate
899,632,0.0,like
624,99,0.0,view
247,609,0.0,like
426,18,0.0,view
319,198,53.67,donate
387,609,407.08,donate
998,379,0.0,view
38,505,0.0,like
416,10,137.93,donate
604,766,0.0,like
86,707,0.0,like
294,721,0.0,view
287,478,0.0,like
815,572,0.0,like
2,636,0.0,like
759,802,381.57,donate
347,19,0.0,view
248,168,32.73,donate
201,268,0.0,like
496,230,0.0,view
860,561,0.0,view
820,465,0.0,view
284,577,0.0,like
699,673,0.0,like
107,471,0.0,view
931,778,450.78,donate
383,83,0.0,view
56,971,452.64,donate
742,604,488.21,donate
129,907,0.0,view
350,662,0.0,view
450,300,0.0,like
316,119,0.0,view
402,931,44.64,donate
661,948,280.37,donate
481,287,0.0,view
992,803,0.0,like
268,780,0.0,like
700,708,89.31,donate
749,376,0.0,view
171,877,0.0,view
719,672,0.0,view
99,700,0.0,like
372,784,482.1,donate
398,965,0.0,view
253,719,47.56,donate
455,255,0.0,like
780,438,0.0,view
793,387,0.0,view
953,174,0.0,view
478,49,0.0,like
66,114,187.7,donate
536,422,382.04,donate
440,26,25.42,donate
294,213,165.31,donate
355,961,0.0,like
984,845,0.0,like
238,638,0.0,view
306,313,0.0,like
466,482,52.33,donate
761,430,0.0,view
358,346,451.89,donate
354,451,333.85,donate
179,633,231.54,donate
939,998,486.04,donate
789,239,484.93,donate
826,525,39.36,donate
290,833,0.0,view
232,328,0.0,like
25,632,429.84,donate
736,108,0.0,like
435,1,0.0,like
748,914,0.0,view
230,1,0.0,like
933,410,0.0,view
712,51,0.0,view
633,892,0.0,like
851,719,0.0,like
688,952,129.07,donate
705,218,73.02,donate
971,842,0.0,view
330,881,0.0,like
827,97,0.0,view
439,798,0.0,like
494,563,0.0,like
989,606,388.99,donate
136,797,0.0,like
540,979,185.02,donate
908,9,0.0,like
330,181,238.85,donate
795,175,154.49,donate
897,901,0.0,like
437,119,161.53,donate
840,339,0.0,view
117,567,369.16,donate
813,233,316.5,donate
596,131,133.89,donate
553,355,0.0,like
715,90,0.0,view
426,506,369.75,donate
272,439,484.53,donate
913,593,0.0,view
880,381,0.0,like
451,16,313.15,donate
840,534,0.0,view
838,305,302.45,donate
785,847,100.53,donate
104,146,0.0,like
617,41,0.0,like
970,609,445.84,donate
297,170,188.22,donate
680,366,0.0,like
102,824,396.59,donate
646,274,0.0,like
993,675,206.02,donate
143,719,0.0,view
480,599,249.22,donate
36,907,30.77,donate
231,310,434.91,donate
981,756,0.0,view
408,566,0.0,view
350,181,0.0,like
708,231,0.0,view
348,955,0.0,like
386,60,0.0,view
829,376,77.55,donate
518,202,10.78,donate
544,739,0.0,like
576,12,0.0,view
899,685,173.67,donate
26,337,0.0,view
537,851,0.0,view
56,221,202.66,donate
62,814,0.0,view
23,225,0.0,like
895,797,297.61,donate
546,272,0.0,like
854,911,0.0,view
140,440,0.0,like
225,677,0.0,view
398,944,0.0,view
40,224,227.96,donate
94,783,0.0,view
152,190,0.0,like
609,465,0.0,view
212,223,0.0,view
39,520,0.0,view
710,834,0.0,view
778,422,0.0,like
629,595,0.0,like
900,66,107.11,donate
432,465,46.48,donate
694,207,0.0,like
779,137,0.0,view
289,516,0.0,view
244,298,0.0,like
490,392,0.0,view
722,675,212.84,donate
32,741,0.0,view
613,752,104.41,donate
763,70,0.0,view
770,403,0.0,view
22,859,0.0,like
516,366,0.0,view
89,401,311.9,donate
7,908,0.0,view
600,490,0.0,like
728,717,0.0,view
980,476,389.3,donate
330,517,0.0,like
20,126,0.0,like
392,662,0.0,view
717,883,0.0,like
832,510,0.0,view
845,560,0.0,like
881,143,0.0,like
982,59,0.0,like
214,254,0.0,view
817,273,0.0,view
755,862,0.0,like
713,261,0.0,like
416,752,0.0,view
532,629,0.0,like
175,491,0.0,like
112,639,0.0,view
659,830,225.58,donate
498,130,0.0,like
864,84,0.0,like
160,562,0.0,like
860,570,0.0,view
150,699,451.95,donate
241,378,0.0,like
785,579,0.0,view
178,357,0.0,view
452,731,495.21,donate
412,408,0.0,view
804,434,467.28,donate
774,384,0.0,view
937,561,0.0,like
800,891,0.0,like
448,297,0.0,like
56,750,0.0,view
526,581,0.0,like
992,217,0.0,view
489,347,29.88,donate
553,963,0.0,view
796,923,0.0,view
556,711,0.0,view
701,164,0.0,like
92,880,225.63,donate
503,284,80.12,donate
718,188,0.0,like
296,24,489.14,donate
797,825,282.73,donate
730,99,36.17,donate
495,982,0.0,view
678,686,358.55,donate
440,575,0.0,like
146,402,0.0,view
653,36,0.0,view
965,917,0.0,like
359,118,447.93,donate
74,814,138.71,donate
607,739,0.0,view
441,527,0.0,view
277,304,463.53,donate
848,729,188.22,donate
671,576,0.0,view
451,3,0.0,view
790,806,409.77,donate
480,245,0.0,like
8,791,340.68,donate
791,548,258.41,donate
641,85,0.0,like
68,558,261.05,donate
772,181,344.53,donate
98,979,0.0,view
349,171,0.0,like
866,704,173.31,donate
100,996,0.0,view
385,124,0.0,like
741,472,147.01,donate
55,145,255.51,donate
681,757,0.0,like
525,224,199.75,donate
806,484,313.24,donate
118,675,379.23,donate
119,577,0.0,like
733,260,0.0,view
532,99,0.0,view
471,978,384.43,donate
690,118,486.46,donate
67,686,0.0,like
324,684,423.58,donate
876,1,319.9,donate
130,952,233.67,donate
458,285,0.0,like
849,347,0.0,view
611,682,0.0,like
837,513,0.0,view
18,564,317.06,donate
29,456,139.83,donate
827,977,0.0,view
727,198,0.0,view
835,961,0.0,like
42,576,0.0,like
216,647,0.0,like
19,194,323.55,donate
684,573,303.27,donate
440,904,0.0,like
648,423,308.7,donate
939,699,0.0,view
618,658,303.82,donate
960,567,0.0,view
416,225,0.0,view
710,188,0.0,like
686,758,0.0,like
336,796,219.63,donate
483,821,0.0,like
471,846,0.0,like
381,674,0.0,view
500,257,213.95,donate
256,393,323.88,donate
646,274,251.5,donate
374,462,0.0,like
866,931,95.11,donate
147,150,329.93,donate
930,717,262.62,donate
953,121,0.0,like
774,653,0.0,like
540,488,460.08,donate
750,166,27.51,donate
463,587,290.0,donate
44,461,0.0,like
3,682,0.0,like
410,655,0.0,view
823,108,0.0,view
196,609,0.0,like
469,786,222.62,donate
808,250,0.0,like
791,351,76.2,donate
9,935,483.65,donate
662,557,0.0,like
467,508,0.0,like
529,382,119.01,donate
959,12,0.0,like
687,378,0.0,like
163,382,0.0,like
129,276,0.0,like
114,470,73.54,donate
8,670,0.0,like
462,480,0.0,view
324,61,0.0,view
767,928,0.0,view
232,659,0.0,view
637,345,0.0,view
816,267,15.84,donate
627,87,239.33,donate
634,391,0.0,view
775,677,0.0,like
775,155,466.32,donate
220,674,0.0,view
247,836,0.0,view
931,721,0.0,view
494,623,0.0,like
635,696,0.0,like
753,204,81.81,donate
610,88,186.03,donate
205,564,0.0,like
731,883,0.0,view
75,290,0.0,like
216,774,0.0,view
384,578,0.0,like
193,768,191.89,donate
430,561,0.0,like
907,958,0.0,like
116,883,0.0,like
927,767,0.0,like
446,673,353.02,donate
594,510,391.66,donate
728,959,348.11,donate
295,946,0.0,like
122,297,0.0,view
742,323,0.0,like
261,196,449.93,donate
732,429,0.0,view
870,276,0.0,like
749,292,0.0,view
200,358,0.0,like
204,924,0.0,view
826,733,81.73,donate
607,798,0.0,like
43,24,0.0,view
722,303,0.0,like
412,841,0.0,view
153,935,0.0,view
581,272,153.19,donate
841,28,0.0,view
931,895,0.0,view
569,490,0.0,view
649,541,0.0,view
255,99,345.68,donate
975,494,105.25,donate
578,831,0.0,like
209,538,0.0,view
827,774,377.81,donate
626,722,0.0,like
526,742,361.03,donate
141,896,0.0,like
477,729,0.0,like
677,655,0.0,view
306,145,0.0,view
5,58,0.0,view
785,403,321.8,donate
386,212,0.0,view
496,251,0.0,view
589,363,0.0,view
733,217,490.48,donate
694,318,0.0,view
305,265,0.0,view
548,480,0.0,like
418,962,0.0,view
495,890,0.0,like
231,750,0.0,view
681,986,323.79,donate
630,816,326.49,donate
966,231,0.0,like
203,853,242.27,donate
891,837,369.97,donate
548,412,0.0,like
841,869,0.0,like
288,134,0.0,like
689,655,0.0,view
567,805,84.39,donate
35,302,0.0,view
953,492,0.0,view
786,505,306.91,donate
693,420,0.0,like
158,446,276.19,donate
672,840,144.9,donate
55,174,0.0,like
825,244,0.0,like
472,742,0.0,like
540,449,222.51,donate
19,996,0.0,view
49,105,0.0,view
417,119,0.0,like
688,206,0.0,like
820,29,461.44,donate
397,595,0.0,view
870,490,67.9,donate
140,722,0.0,view
510,215,176.84,donate
910,240,0.0,view
787,653,0.0,like
366,539,228.96,donate
930,833,0.0,view
914,14,426.11,donate
642,467,215.23,donate
358,71,343.0,donate
163,912,441.21,donate
984,791,0.0,like
492,342,481.76,donate
696,193,0.0,like
542,98,153.78,donate
285,25,0.0,like
459,197,137.9,donate
960,322,0.0,like
693,507,114.94,donate
564,978,0.0,like
892,354,0.0,view
506,223,333.2,donate
145,311,170.21,donate
437,702,0.0,like
909,256,0.0,view
567,301,0.0,like
395,265,0.0,view
343,355,280.06,donate
64,600,0.0,like
859,759,277.97,donate
965,663,0.0,view
544,717,0.0,like
820,529,0.0,like
425,830,0.0,like
771,558,0.0,view
824,547,0.0,like
552,905,0.0,like
524,813,163.51,donate
135,345,0.0,like
995,191,476.99,donate
620,530,203.05,donate
1,444,392.82,donate
21,992,0.0,like
484,537,346.07,donate
318,23,431.43,donate
955,670,0.0,view
902,774,0.0,like
375,308,0.0,view
798,665,0.0,view
411,51,0.0,view
889,245,0.0,view
280,3,283.11,donate
196,81,153.2,donate
400,104,0.0,view
603,334,0.0,like
478,452,0.0,like
706,67,0.0,like
828,956,0.0,like
666,724,0.0,view
480,473,469.54,donate
466,674,0.0,like
599,32,245.81,donate
885,429,168.31,donate
444,397,411.61,donate
470,564,0.0,like
59,69,0.0,view
434,945,262.43,donate
197,120,0.0,view
391,249,54.62,donate
4,481,0.0,view
585,943,374.71,donate
828,807,470.25,donate
710,307,135.45,donate
208,754,145.59,donate
840,410,32.33,donate
997,278,139.71,donate
575,201,91.65,donate
782,419,0.0,view
339,592,0.0,like
314,674,0.0,view
961,540,67.55,donate
726,744,194.48,donate
915,514,0.0,view
499,595,0.0,like
973,73,0.0,like
240,255,0.0,view
333,134,0.0,view
689,624,0.0,like
56,802,129.51,donate
284,372,0.0,like
497,887,462.53,donate
135,512,384.43,donate
632,545,0.0,like
12,668,354.94,donate
536,340,43.62,donate
337,407,93.07,donate
901,143,125.36,donate
206,182,0.0,view
739,178,242.7,donate
510,674,456.78,donate
247,112,0.0,view
66,762,0.0,view
162,293,128.52,donate
128,555,0.0,like
397,969,0.0,view
778,139,0.0,view
836,293,0.0,like
737,488,0.0,like
456,678,0.0,like
62,291,419.92,donate
35,101,266.87,donate
147,561,0.0,like
967,54,0.0,like
579,230,0.0,like
65,199,0.0,view
346,624,267.6,donate
807,807,0.0,view
654,521,0.0,view
145,854,0.0,view
460,973,0.0,like
349,620,124.62,donate
202,366,144.58,donate
738,733,0.0,like
979,470,0.0,view
185,738,0.0,view
755,673,0.0,view
766,867,0.0,view
35,821,0.0,like
965,421,0.0,like
484,205,225.88,donate
742,865,273.84,donate
877,417,0.0,like
66,363,290.96,donate
928,221,0.0,like
150,541,0.0,like
553,464,0.0,like
685,697,0.0,view
220,342,497.55,donate
521,29,0.0,like
828,389,0.0,view
91,817,0.0,like
623,62,0.0,view
2,383,0.0,view
427,638,0.0,like
651,914,0.0,like
924,494,0.0,view
24,565,58.39,donate
409,579,346.75,donate
755,78,0.0,view
815,1,0.0,like
201,746,0.0,like
815,84,321.88,donate
990,486,98.88,donate
679,37,91.53,donate
534,765,0.0,view
639,841,468.66,donate
738,402,0.0,like
62,776,459.34,donate
384,20,0.0,like
533,217,402.74,donate
80,784,0.0,like
418,94,202.63,donate
365,162,0.0,view
737,407,0.0,view
624,607,0.0,view
172,248,0.0,view
153,959,0.0,view
435,446,0.0,like
772,413,0.0,like
619,175,23.83,donate
545,762,0.0,like
488,139,191.72,donate
419,950,323.04,donate
369,781,226.17,donate
299,88,0.0,view
518,231,299.29,donate
331,607,170.55,donate
42,552,0.0,like
264,194,470.07,donate
261,898,0.0,like
958,608,0.0,like
288,602,389.76,donate
578,626,0.0,like
698,90,0.0,like
415,507,0.0,view
222,698,0.0,like
653,24,0.0,like
434,498,0.0,like
539,626,110.87,donate
553,34,0.0,like
858,821,496.99,donate
235,77,307.03,donate
654,796,0.0,view
365,502,0.0,like
32,957,0.0,like
489,956,0.0,view
712,315,0.0,like
400,85,0.0,view
836,774,429.07,donate
992,215,0.0,view
201,518,175.17,donate
369,746,51.96,donate
358,720,58.67,donate
437,325,441.85,donate
734,477,309.63,donate
961,74,0.0,like
690,414,0.0,like
465,155,12.31,donate
539,869,232.49,donate
380,925,111.8,donate
122,898,226.18,donate
505,240,0.0,view
98,847,0.0,view
51,951,0.0,view
54,771,0.0,like
995,595,0.0,like
388,872,0.0,view
104,961,290.52,donate
482,663,0.0,like
688,589,0.0,like
607,672,164.58,donate
200,530,51.63,donate
121,972,0.0,view
295,365,166.51,donate
505,400,426.29,donate
389,590,251.63,donate
599,602,0.0,like
208,639,0.0,view
321,970,0.0,view
517,344,0.0,view
477,424,0.0,view
666,481,0.0,view
781,478,0.0,view
327,30,0.0,view
415,185,0.0,view
559,646,0.0,like
96,866,0.0,like
151,678,0.0,like
593,229,0.0,like
351,106,262.67,donate
485,115,0.0,like
488,884,131.33,donate
492,636,0.0,like
980,254,0.0,view
772,710,0.0,like
740,456,219.07,donate
842,424,121.37,donate
612,587,0.0,view
994,978,0.0,like
843,549,0.0,view
127,644,0.0,like
554,601,22.94,donate
896,389,145.3,donate
25,598,0.0,view
907,419,99.29,donate
450,259,337.97,donate
867,564,0.0,like
184,445,464.97,donate
910,274,26.15,donate
47,113,175.9,donate
893,985,0.0,like
742,901,478.98,donate
103,797,0.0,view
857,688,92.17,donate
235,405,0.0,like
494,855,398.96,donate
936,897,0.0,like
710,520,496.07,donate
552,301,0.0,like
598,568,0.0,like
169,688,445.96,donate
206,855,315.81,donate
647,799,276.97,donate
600,910,0.0,view
855,243,0.0,like
428,600,0.0,view
142,50,0.0,like
682,274,0.0,view
352,920,301.87,donate
610,481,0.0,like
727,596,0.0,view
262,954,0.0,view
270,373,0.0,view
703,117,0.0,view
347,976,0.0,like
532,651,0.0,view
237,419,0.0,like
810,264,0.0,view
637,688,0.0,like
899,187,0.0,like
242,7,0.0,view
955,975,0.0,view
607,700,0.0,like
78,201,421.58,donate
105,371,443.1,donate
172,958,49.07,donate
139,848,339.45,donate
20,937,0.0,like
591,855,65.97,donate
263,889,119.11,donate
720,224,0.0,view
425,101,0.0,view
554,688,0.0,like
739,210,74.35,donate
184,183,0.0,view
923,960,0.0,like
970,898,0.0,view
854,44,0.0,view
270,662,401.17,donate
134,915,415.62,donate
869,374,0.0,like
162,128,0.0,like
60,858,355.59,donate
645,474,282.0,donate
308,153,0.0,like
644,751,0.0,view
521,124,0.0,like
400,458,29.86,donate
806,442,0.0,view
799,17,36.33,donate
394,295,225.07,donate
544,211,0.0,view
250,46,0.0,like
596,295,84.34,donate
385,9,0.0,view
183,749,0.0,like
507,585,0.0,view
255,988,445.84,donate
753,687,74.42,donate
128,309,0.0,view
581,40,225.9,donate
666,937,172.44,donate
154,674,0.0,view
696,885,0.0,like
412,873,157.8,donate
640,467,0.0,view
600,671,0.0,view
953,953,0.0,view
525,609,0.0,like
772,68,0.0,like
298,195,0.0,view
380,736,0.0,like
371,584,0.0,view
141,443,129.1,donate
644,610,115.95,donate
361,124,0.0,like
432,391,0.0,view
737,880,0.0,like
783,806,0.0,like
79,553,0.0,like
480,193,174.56,donate
932,564,225.12,donate
2,908,0.0,view
350,600,0.0,like
595,875,86.29,donate
958,270,27.27,donate
436,59,0.0,view
161,207,0.0,like
878,664,52.2,donate
609,560,0.0,like
359,15,0.0,like
624,486,0.0,view
870,165,0.0,like
993,951,0.0,view
881,151,0.0,like
758,362,225.54,donate
96,492,0.0,like
713,834,427.8,donate
406,883,373.55,donate
906,283,0.0,like
179,129,445.63,donate
152,596,409.25,donate
444,491,0.0,like
958,63,65.82,donate
629,218,0.0,like
686,905,0.0,view
303,143,431.11,donate
449,287,0.0,view
804,974,0.0,like
143,493,0.0,like
312,381,0.0,view
122,404,58.83,donate
953,224,0.0,like
865,544,0.0,view
977,633,394.93,donate
165,637,267.48,donate
244,128,0.0,view
706,910,0.0,like
81,386,0.0,like
66,229,461.65,donate
277,578,0.0,view
952,721,0.0,like
542,403,0.0,like
980,856,0.0,like
8,954,40.35,donate
937,348,143.3,donate
301,13,209.7,donate
353,627,400.02,donate
553,648,433.88,donate
991,349,83.31,donate
703,646,66.14,donate
256,886,0.0,view
367,962,448.09,donate
621,229,0.0,like
591,2,0.0,like
509,713,0.0,view
232,731,0.0,like
680,178,366.04,donate
524,329,0.0,like
943,311,0.0,view
57,968,0.0,like
911,848,0.0,like
374,851,397.94,donate
373,280,0.0,like
785,523,393.01,donate
131,928,59.27,donate
583,653,0.0,like
856,47,0.0,like
623,409,0.0,like
252,27,0.0,view
257,133,0.0,like
145,199,175.03,donate
555,814,0.0,like
283,191,0.0,like
506,615,0.0,view
175,41,0.0,view
793,529,0.0,view
957,974,0.0,like
717,425,0.0,view
644,103,0.0,like
60,764,0.0,view
675,802,81.75,donate
274,516,0.0,like
354,324,0.0,like
917,565,0.0,view
186,148,0.0,view
243,959,0.0,view
380,493,381.66,donate
602,257,0.0,view
20,614,0.0,like
508,608,53.1,donate
812,528,343.23,donate
961,900,0.0,view
392,967,254.42,donate
613,690,166.56,donate
893,300,0.0,like
4,875,0.0,like
627,938,142.57,donate
440,889,0.0,view
96,354,0.0,view
453,894,0.0,like
986,214,0.0,view
57,30,0.0,view
622,831,0.0,view
733,207,0.0,view
282,305,0.0,view
810,161,0.0,view
682,262,0.0,like
723,941,0.0,like
351,67,36.43,donate
913,32,0.0,like
898,263,125.02,donate
533,865,0.0,like
562,426,171.66,donate
99,490,137.93,donate
213,667,102.97,donate
671,646,0.0,like
619,962,0.0,like
585,648,0.0,like
128,952,0.0,like
530,307,0.0,like
830,162,0.0,like
721,885,0.0,like
674,113,0.0,view
565,978,0.0,view
448,246,468.33,donate
487,10,0.0,view
460,779,0.0,view
418,708,0.0,like
522,850,235.98,donate
517,757,292.57,donate
851,370,0.0,like
640,495,0.0,like
199,473,0.0,view
594,672,0.0,like
147,324,38.66,donate
426,632,0.0,view
94,454,212.08,donate
342,3,0.0,like
638,896,0.0,view
294,961,396.23,donate
255,701,159.63,donate
283,147,0.0,view
950,990,0.0,like
661,428,0.0,like
791,765,0.0,view
424,359,0.0,view
154,500,0.0,view
813,293,0.0,like
246,704,422.09,donate
636,147,0.0,view
394,306,0.0,view
66,814,0.0,like
368,939,0.0,like
159,561,206.6,donate
191,344,0.0,like
338,615,0.0,like
440,267,160.98,donate
186,131,0.0,like
846,459,0.0,view
942,633,17.03,donate
136,993,0.0,like
363,402,228.19,donate
3,677,0.0,view
504,532,0.0,like
687,261,0.0,like
865,816,0.0,like
505,655,0.0,view
559,895,101.33,donate
507,117,0.0,view
903,184,258.38,donate
356,634,247.3,donate
322,885,0.0,view
1000,42,0.0,view
528,445,0.0,view
832,569,0.0,view
560,808,95.2,donate
303,880,0.0,view
571,761,0.0,view
309,919,0.0,view
828,814,0.0,view
335,153,10.16,donate
560,922,0.0,view
402,619,0.0,like
213,184,0.0,like
263,749,0.0,view
160,831,0.0,like
409,201,0.0,view
848,725,0.0,like
448,696,0.0,like
46,21,0.0,view
467,32,0.0,like
61,614,499.39,donate
393,600,0.0,view
764,181,0.0,like
